Tên xe,Năm sản xuất,Tình trạng,Số km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Động cơ,Màu ngoại thất,Màu nội thất,Dẫn động,Số chỗ ngồi,Giá xe
Xe Hyundai Tucson 2.0 AT Tiêu chuẩn,2021,Xe đã dùng,"76,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  2.0 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,675 Triệu
Xe VinFast Fadil 1.4 AT,2021,Xe đã dùng,"13,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.4 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,299 Triệu
Xe Mitsubishi Xpander 1.5 AT,2021,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,7 chỗ,550 Triệu
Xe Kia  K200,2019,Xe đã dùng,"75,000 Km",Lắp ráp trong nước,Truck,Số tay,Dầu,Xanh,Đen,RFD - Dẫn động cầu sau,3 chỗ,279 Triệu
Xe Hyundai Elantra 1.6 MT,2018,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tay,Xăng  1.6 L,Đỏ,-,FWD - Dẫn động cầu trước,5 chỗ,350 Triệu
Xe Kia Seltos Luxury 1.4 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.4 L,Đen,Kem,FWD - Dẫn động cầu trước,5 chỗ,639 Triệu
Xe Kia Sorento GATH,2015,Xe đã dùng,"61,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.4 L,Bạc,Đen,FWD - Dẫn động cầu trước,7 chỗ,500 Triệu
Xe Audi A4 40 TFSI Advanced,2019,Xe đã dùng,"14,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Trắng,Nâu,FWD - Dẫn động cầu trước,5 chỗ,1 Tỷ 58 Triệu
Xe Toyota Hilux 2.4L 4x2 AT,2021,Xe đã dùng,"52,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.4 L,Trắng,Đen,RFD - Dẫn động cầu sau,5 chỗ,686 Triệu
Xe Lexus LM 350,2023,Xe mới,Xe mới,Nhập khẩu,Van/Minivan,Số tự động,Xăng  3.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,4 chỗ,8 Tỷ 610 Triệu
Xe Porsche Panamera 3.0 V6,2021,Xe đã dùng,"16,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Trắng,Đỏ,RFD - Dẫn động cầu sau,4 chỗ,5 Tỷ 600 Triệu
Xe Honda Civic 1.8 AT,2009,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.8 L,Đen,Kem,FWD - Dẫn động cầu trước,5 chỗ,245 Triệu
Xe Lexus LX 570 Super Sport,2020,Xe đã dùng,"34,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.7 L,Bạc,Nâu,AWD - 4 bánh toàn thời gian,7 chỗ,7 Tỷ 790 Triệu
Xe Ford EcoSport Titanium 1.5 AT,2021,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,498 Triệu
Xe Porsche Panamera 4S,2014,Xe đã dùng,"32,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Trắng,Nâu,RFD - Dẫn động cầu sau,4 chỗ,1 Tỷ 990 Triệu
Xe Lexus LX 570,2015,Xe đã dùng,"80,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.7 L,Đen,Đen,AWD - 4 bánh toàn thời gian,7 chỗ,3 Tỷ 350 Triệu
Xe Audi A4 40 TFSI Advanced,2019,Xe đã dùng,"14,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Trắng,Nâu,FWD - Dẫn động cầu trước,5 chỗ,1 Tỷ 58 Triệu
Xe Mercedes Benz S class S450L,2018,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  3.0 L,Trắng,Nâu,RFD - Dẫn động cầu sau,5 chỗ,2 Tỷ 360 Triệu
Xe Mazda CX8 Premium AWD,2020,Xe đã dùng,"32,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Trắng,Đen,AWD - 4 bánh toàn thời gian,7 chỗ,880 Triệu
Xe BMW X5 xDrive35i,2014,Xe đã dùng,"140,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Đen,Nâu,AWD - 4 bánh toàn thời gian,7 chỗ,1 Tỷ 400 Triệu
Xe Mazda CX8 Premium AWD,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Đỏ,Nâu,AWD - 4 bánh toàn thời gian,7 chỗ,1 Tỷ 181 Triệu
Xe Volkswagen Tiguan Allspace,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Xám,Đen,AWD - 4 bánh toàn thời gian,7 chỗ,1 Tỷ 499 Triệu
Xe VinFast Lux A 2.0 Tiêu chuẩn,2022,Xe đã dùng,"26,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đỏ,Đen,RFD - Dẫn động cầu sau,5 chỗ,590 Triệu
Xe Ford Ranger Raptor 2.0L 4x4 AT,2023,Xe mới,Xe mới,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Đỏ,Đen,4WD - Dẫn động 4 bánh,5 chỗ,1 Tỷ 306 Triệu
Xe Hongqi E-HS9 Premium,2022,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Điện,Trắng,Đen,AWD - 4 bánh toàn thời gian,6 chỗ,2 Tỷ 280 Triệu
Xe Mitsubishi Xpander Premium 1.5 AT,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Bạc,Đen,FWD - Dẫn động cầu trước,7 chỗ,623 Triệu
Xe Porsche Cayenne 3.0 V6,2018,Xe đã dùng,"29,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Trắng,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,3 Tỷ 700 Triệu
Xe Toyota Corolla Cross 1.8G,2021,Xe đã dùng,"26,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  1.8 L,Trắng,Nâu,FWD - Dẫn động cầu trước,5 chỗ,689 Triệu
Xe Mercedes Benz S class S400L,2017,Xe đã dùng,"81,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  3.0 L,Xám,Kem,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 700 Triệu
Xe Kia Cerato 1.6 AT,2011,Xe đã dùng,"12,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.6 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,285 Triệu
Xe Kia Carnival Signature 3.5G,2022,Xe đã dùng,"34,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng  3.5 L,Trắng,Nâu,FWD - Dẫn động cầu trước,7 chỗ,1 Tỷ 630 Triệu
Xe Rolls Royce Cullinan Black Badge,2021,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng,Đen,Nâu,AWD - 4 bánh toàn thời gian,4 chỗ,42 Tỷ
Xe Kia Sedona 3.3 GAT Premium,2019,Xe đã dùng,"31,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng  3.3 L,Trắng,Kem,FWD - Dẫn động cầu trước,7 chỗ,852 Triệu
Xe Kia Cerato 1.6 AT Luxury,2021,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.6 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,550 Triệu
Xe Honda BR V G,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,7 chỗ,590 Triệu
Xe Peugeot 408 Premium 2.0 AT,2014,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,289 Triệu
Xe Hyundai Accent 1.4 ATH,2020,Xe đã dùng,"35,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.4 L,Đen,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,426 Triệu
Xe Hyundai i10 Grand 1.2 MT,2019,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,Hatchback,Số tay,Xăng  1.25 L,Trắng,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,250 Triệu
Xe Lexus ES 350,2015,Xe đã dùng,"88,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.5 L,Đen,Đen,FWD - Dẫn động cầu trước,5 chỗ,1 Tỷ 380 Triệu
Xe Kia Sportage Signature 2.0D,2022,Xe đã dùng,"18,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Dầu  2.0 L,Trắng,Nâu,FWD - Dẫn động cầu trước,5 chỗ,945 Triệu
Xe Toyota Camry 2.4G,2007,Xe đã dùng,"200,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.4 L,Đen,Kem,FWD - Dẫn động cầu trước,5 chỗ,365 Triệu
Xe Toyota Vios GR-S 1.5 CVT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đen,Đen,FWD - Dẫn động cầu trước,5 chỗ,630 Triệu
Xe Mitsubishi Outlander 2.0 CVT,2018,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đỏ,Đỏ,FWD - Dẫn động cầu trước,7 chỗ,570 Triệu
Xe Audi TT S 2.0 AT,2008,Xe đã dùng,0 Km,Nhập khẩu,Coupe,Số tự động,Xăng  2.0 L,Xanh,Màu khác,AWD - 4 bánh toàn thời gian,4 chỗ,590 Triệu
Xe Hyundai SantaFe Cao cấp 2.5L HTRAC,2022,Xe đã dùng,"24,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Trắng,Nâu,AWD - 4 bánh toàn thời gian,7 chỗ,1 Tỷ 65 Triệu
Xe Mazda 2 Luxury,2020,Xe đã dùng,"41,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  1.5 L,Nâu,Đen,FWD - Dẫn động cầu trước,5 chỗ,410 Triệu
Xe Mazda 3 1.5L Sport Luxury,2019,Xe đã dùng,"53,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.5 L,Xanh,Đen,FWD - Dẫn động cầu trước,5 chỗ,469 Triệu
Xe Mazda 2 Sport Luxury,2021,Xe đã dùng,"23,200 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,465 Triệu
Xe Audi Q5 2.0 AT,2014,Xe đã dùng,"78,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Nâu,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,678 Triệu
Xe Toyota Raize G 1.0 CVT,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  1.0 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,520 Triệu
Xe Hyundai i10 Grand 1.0 MT Base,2016,Xe đã dùng,"70,000 Km",Nhập khẩu,Hatchback,Số tay,Xăng  1.0 L,Bạc,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,185 Triệu
Xe Toyota Camry LE 2.4,2004,Xe đã dùng,"120,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.4 L,Đen,Kem,FWD - Dẫn động cầu trước,5 chỗ,265 Triệu
Xe Kia Seltos Premium 1.4 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.4 L,Xanh,Kem,FWD - Dẫn động cầu trước,5 chỗ,699 Triệu
Xe LandRover Range Rover Vogue 3.0 Td6,2013,Xe đã dùng,"72,000 Km",Nhập khẩu,SUV,Số tự động,Dầu  3.0 L,Đen,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 339 Triệu
Xe LandRover Range Rover Autobiography LWB 3.0 I6,2020,Xe đã dùng,"48,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Trắng,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,6 Tỷ 789 Triệu
Xe LandRover Range Rover Autobiography LWB 3.0,2018,Xe đã dùng,"30,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Đen,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,5 Tỷ 750 Triệu
Xe LandRover Range Rover Autobiography LWB 5.0,2015,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  5.0 L,Đen,Nâu,AWD - 4 bánh toàn thời gian,4 chỗ,3 Tỷ 939 Triệu
Xe LandRover Range Rover Autobiography LWB 3.0,2015,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Trắng,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,3 Tỷ 939 Triệu
Xe Toyota Land Cruiser 3.5 V6,2022,Xe đã dùng,"18,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.4 L,Đen,Đen,AWD - 4 bánh toàn thời gian,7 chỗ,4 Tỷ 650 Triệu
Xe Hyundai i10 Grand 1.0 AT,2015,Xe đã dùng,"100,888 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.0 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,255 Triệu
Xe Mercedes Benz GLC 300 4Matic,2021,Xe đã dùng,"25,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 788 Triệu
Xe Ford Ranger XLS 2.2L 4x2 AT,2019,Xe đã dùng,"60,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.2 L,Trắng,Đen,RFD - Dẫn động cầu sau,5 chỗ,540 Triệu
Xe Ford Explorer Limited 2.3L EcoBoost,2016,Xe đã dùng,"80,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.3 L,Trắng,Vàng,AWD - 4 bánh toàn thời gian,7 chỗ,825 Triệu
Xe Ford Ranger XLT 2.2L 4x4 AT,2019,Xe đã dùng,0 Km,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.2 L,Trắng,Đen,4WD - Dẫn động 4 bánh,5 chỗ,595 Triệu
Xe Toyota Vios 1.5G,2017,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,395 Triệu
Xe Toyota Fortuner 2.4G 4x2 AT Legender,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Dầu  2.4 L,Đồng,Đen,RFD - Dẫn động cầu sau,7 chỗ,1 Tỷ 259 Triệu
Xe Mercedes Benz C class C200,2016,Xe đã dùng,"69,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,Kem,RFD - Dẫn động cầu sau,5 chỗ,738 Triệu
Xe Kia Frontier ,2015,Xe đã dùng,"200,000 Km",Lắp ráp trong nước,Truck,Số tay,Dầu,Xanh,Ghi,RFD - Dẫn động cầu sau,3 chỗ,260 Triệu
Xe Ford Territory Titanium 1.5 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Nâu,Xanh,FWD - Dẫn động cầu trước,5 chỗ,815 Triệu
Xe Hyundai HD 1000,2022,Xe mới,Xe mới,Nhập khẩu,Truck,Số tay,Dầu,Trắng,Ghi,RFD - Dẫn động cầu sau,3 chỗ,2 Tỷ 150 Triệu
Xe Suzuki XL7 1.5 AT,2022,Xe đã dùng,"30,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,7 chỗ,535 Triệu
Xe Toyota Veloz Cross Top 1.5 CVT,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Bạc,Đen,FWD - Dẫn động cầu trước,7 chỗ,628 Triệu
Xe Volkswagen Tiguan Allspace,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Xanh,Đen,AWD - 4 bánh toàn thời gian,7 chỗ,1 Tỷ 499 Triệu
Xe Mazda 3 Luxury,2020,Xe đã dùng,"46,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,499 Triệu
Xe Ford Everest Titanium 2.0L 4x4 AT,2020,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Đỏ,Nhiều màu,4WD - Dẫn động 4 bánh,7 chỗ,965 Triệu
Xe Toyota Corolla Cross 1.8V,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  1.8 L,Đỏ,Nâu,FWD - Dẫn động cầu trước,5 chỗ,846 Triệu
Xe Porsche Cayenne S,2018,Xe đã dùng,"32,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.9 L,Đen,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,3 Tỷ 789 Triệu
Xe Nissan Almera VL 1.0 CVT Cao cấp,2023,Xe mới,Xe mới,Nhập khẩu,Sedan,Số tự động,Xăng  1.0 L,Trắng,-,FWD - Dẫn động cầu trước,5 chỗ,495 Triệu
Xe LandRover Range Rover Supercharged 5.0,2010,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  5.0 L,Đen,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,880 Triệu
Xe Mercedes Benz C class C200 Exclusive,2021,Xe đã dùng,"18,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,Kem,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 199 Triệu
Xe Volkswagen Touareg Luxury 2.0 TSI,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Đỏ,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 699 Triệu
Xe Kia K3 Luxury 1.6 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.6 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,585 Triệu
Xe LandRover Range Rover Autobiography 5.0,2013,Xe đã dùng,"68,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.0 L,Đen,Nâu,AWD - 4 bánh toàn thời gian,4 chỗ,2 Tỷ 890 Triệu
Xe Jeep Wrangler Sport 2.0 4x4 AT,2020,Xe đã dùng,"33,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Đỏ,Đen,4WD - Dẫn động 4 bánh,5 chỗ,2 Tỷ 690 Triệu
Xe LandRover Range Rover HSE 3.0,2013,Xe đã dùng,"62,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Đen,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 380 Triệu
Xe Hyundai Tucson 2.0 AT CRDi,2019,Xe đã dùng,"71,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Dầu  2.0 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,696 Triệu
Xe Mercedes Benz E class E300 AMG,2016,Xe đã dùng,"53,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,Đen,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 290 Triệu
Xe Toyota Wigo 1.2G AT,2019,Xe đã dùng,"27,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.2 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,318 Triệu
Xe Mercedes Benz GLC 200 4Matic,2021,Xe đã dùng,"29,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 590 Triệu
Xe Ford Ranger Raptor 2.0L 4x4 AT,2021,Xe đã dùng,"25,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Xanh,Đen,4WD - Dẫn động 4 bánh,5 chỗ,1 Tỷ 50 Triệu
Xe Mazda CX5 2.5 AT 2WD,2018,Xe đã dùng,"45,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Xanh,Đen,FWD - Dẫn động cầu trước,5 chỗ,665 Triệu
Xe Porsche Panamera 3.0 V6,2017,Xe đã dùng,"40,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Xanh,Nâu,RFD - Dẫn động cầu sau,4 chỗ,3 Tỷ 90 Triệu
Xe Kia Cerato 2.0 AT Premium,2020,Xe đã dùng,"39,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,525 Triệu
Xe Peugeot 3008 Allure 1.6 AT,2021,Xe đã dùng,"37,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.6 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,799 Triệu
Xe Hyundai Kona 1.6 Turbo,2018,Xe đã dùng,"59,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.6 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,525 Triệu
Xe Ford Everest Titanium 2.0L 4x2 AT,2020,Xe đã dùng,"60,000 Km",Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Đỏ,Đen,RFD - Dẫn động cầu sau,7 chỗ,885 Triệu
Xe BMW X6 xDrive40i M Sport,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Đỏ,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,4 Tỷ 299 Triệu
Xe Mercedes Benz C class C200 Exclusive,2021,Xe đã dùng,"35,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đỏ,Kem,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 230 Triệu
Xe Lexus LX 570,2016,Xe đã dùng,"60,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.7 L,Trắng,Nâu,AWD - 4 bánh toàn thời gian,7 chỗ,5 Tỷ 90 Triệu
Xe Mercedes Benz Maybach S450 4Matic,2017,Xe đã dùng,"41,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Trắng,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,3 Tỷ 999 Triệu
Xe Mercedes Benz S class S450L,2018,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  3.0 L,Trắng,Đen,RFD - Dẫn động cầu sau,5 chỗ,2 Tỷ 199 Triệu
Xe Lexus LX 570 Super Sport,2015,Xe đã dùng,"51,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.7 L,Cát,Đen,AWD - 4 bánh toàn thời gian,7 chỗ,4 Tỷ 790 Triệu
Xe Rolls Royce Ghost 6.6 V12,2010,Xe đã dùng,"40,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  6.6 L,Trắng,Kem,AWD - 4 bánh toàn thời gian,4 chỗ,5 Tỷ 599 Triệu
Xe Ford Ranger XL 2.0L 4x4 MT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Số tay,Dầu  2.0 L,Trắng,Đen,4WD - Dẫn động 4 bánh,5 chỗ,669 Triệu
Xe Hyundai Accent 1.4 AT Đặc Biệt,2023,Xe mới,Xe mới,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.4 L,Đen,Đen,FWD - Dẫn động cầu trước,5 chỗ,516 Triệu
Xe Kia Carnival GS 2.5 AT,2009,Xe đã dùng,0 Km,Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng  2.5 L,Cát,Kem,FWD - Dẫn động cầu trước,7 chỗ,190 Triệu
Xe Isuzu  Samco,2014,Xe đã dùng,0 Km,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,Trắng,Ghi,RFD - Dẫn động cầu sau,29 chỗ,740 Triệu
Xe Mercedes Benz GLC 300 4Matic,2021,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đỏ,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 839 Triệu
Xe Kia Sedona 2.2 DAT Luxury,2021,Xe đã dùng,0 Km,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu  2.2 L,Trắng,Kem,FWD - Dẫn động cầu trước,7 chỗ,1 Tỷ 28 Triệu
Xe Toyota Vios 1.5G,2020,Xe đã dùng,"38,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đỏ,Kem,FWD - Dẫn động cầu trước,5 chỗ,445 Triệu
Xe Peugeot 5008 1.6 AT,2018,Xe đã dùng,"67,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.6 L,Xanh,Đen,FWD - Dẫn động cầu trước,7 chỗ,730 Triệu
Xe VinFast Fadil 1.4 AT Plus,2019,Xe đã dùng,"6,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.4 L,Đỏ,Nâu,FWD - Dẫn động cầu trước,5 chỗ,310 Triệu
Xe Mercedes Benz GLC 300 4Matic,2016,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,950 Triệu
Xe Porsche Panamera 3.0 V6,2020,Xe đã dùng,"25,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Trắng,Đỏ,RFD - Dẫn động cầu sau,4 chỗ,5 Tỷ 550 Triệu
Xe Mercedes Benz S class S400L,2014,Xe đã dùng,"72,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  3.0 L,Trắng,Đen,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 390 Triệu
Xe Nissan Navara VL 2.3 AT 4WD Cao cấp,2022,Xe mới,Xe mới,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.3 L,Đen,Ghi,4WD - Dẫn động 4 bánh,5 chỗ,799 Triệu
Xe Mitsubishi Xpander 1.5 AT,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,7 chỗ,588 Triệu
Xe Mazda 323 Classic GLX,2003,Xe đã dùng,"135,123 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.6 L,Đen,Đen,FWD - Dẫn động cầu trước,5 chỗ,60 Triệu
Xe Porsche Panamera 3.0 V6,2018,Xe đã dùng,"40,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Đen,Nâu,RFD - Dẫn động cầu sau,4 chỗ,3 Tỷ 199 Triệu
Xe LandRover Range Rover Vogue 3.0,2015,Xe đã dùng,"60,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Trắng,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 550 Triệu
Xe Hyundai Elantra 1.6 MT,2018,Xe đã dùng,"88,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.6 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,365 Triệu
